filename,threshold,co_detect,ref_spots,targ_spots
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s4r_AL_objs.csv,500,0.0,852,41
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s3r_AL_objs.csv,500,0.231481481481,432,387
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s3r_AL_objs.csv,500,0.133779264214,1495,250
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s4r_AL_objs.csv,500,0.0,831,493
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s4r_AL_objs.csv,500,0.0,194,495
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s5r_AL_objs.csv,500,0.402414486922,497,542
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s4r_AL_objs.csv,500,0.994733762434,1709,1466
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s3l_0001_AL_objs.csv,500,0.0,15,2
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s4l_AL_objs.csv,500,0.0,1058,411
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s3l_AL_objs.csv,500,0.119904076739,834,346
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s3l_AL_objs.csv,500,0.0,15,2
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p2s4l_AL_objs.csv,500,0.171673819742,1165,439
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p5s5l_AL_objs.csv,500,0.0,592,309
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p3s3l_AL_objs.csv,500,0.0,1113,216
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p4s4l_AL_objs.csv,500,0.0,860,236
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s3l_AL_objs.csv,500,0.219218122031,2737,1338
20190621_eIF4eGFP_msp670_syp568_HRP_viol_stim_p1s2l_AL_objs.csv,500,0.0,1710,45
